Master_ID,Master_Category,Product_Name,Grams,Price_Per_Grams,Selling_Price,Stock,Supplier,Variation_Name_Lazada,Product_ID_Lazada,SKU_ID_Lazada,Key_Lazada,Quantity_Lazada,Product_ID_Shopee,Variation_ID_Shopee,Variation_Name_Shopee,Product_ID_Tiktok,SKU_ID_Tiktok,Variation_Name_Tiktok,Category_Tiktok,Quantity_Tiktok
 ,Earrings,Pawnable 18K Gold Heart Earrings,0.25 - 0.30 ,9000,3375,,668,4.5 mm,851558189,6632922616,2023c9bf643123ab642b70fb76c663c0,999,29313041562,178451259334,4.5mm,1734569336651351082,1734569329163535402,4.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Heart Earrings,0.30 - 0.35,9000,3937,,668,5 mm,851558189,2888616615,febfe16722a2bde5734daaacb88db85c,999,29313041562,251712411785,5mm,1734569336651351082,1734569329163600938,5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Heart Earrings,0.35 - 0.40,9000,4500,,668,6.5 mm,851558189,132725721202,d082cae31ac648c203daa59e49c1d8c0,1000,29313041562,272443478402,6.5mm,1734569336651351082,1734569329163666474,6.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Cross Earrings,0.25 - 0.30 ,9000,3375,,668,8 mm,851652287,132725641437,5c8ead4edbdf0ef01e1d5cb2c9cfab4c,999,26963359437,187859185917,,1734569355706074154,1734569358746027050,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Star Earrings,0.30- 0.35,9000,3937,,668,7.5 mm,852070569,3111600854,49812d76c007fbad678132db11a0629e,1000,26913040968,69469637638,7.5mm,1734571402039362602,1734571465522250794,7.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Star Earrings,0.25 - 0.30,9000,3375,,668,5 mm,852070569,5208474119,bbb31821c8614c8a523fb5dbf24cf290,1000,26913040968,69469637637,5mm,1734571402039362602,1734571465522185258,5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Star Tictac,0.25 - 0.30 ,9000,3375,,668,5 mm,855956066,132744839354,f07dcfc331912dbe804382119b794403,1000,51407066883,108781098157,,1734601477560632362,1734601479638189098,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Cross Tictac,0.30 - 0.35,9000,3937,,668,8 mm,856118033,132749196798,583826438c12c78ae2778c9ac31b35d9,1000,52357055205,410629384895,,1734598835483345962,1734598859011228714,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Heart Tictac,0.35 - 0.40,9000,4500,,668,4.5mm,856150319,132749444425,c265ab43bbaed6c353551fb33876f668,1000,46257071917,244180558068,4.5mm,1734598398192092202,1734598562250392618,4.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Heart Tictac,0.45 - 0.50,9000,5625,,668,6mm,856150319,132749444426,873755847651ce10af12eff4690c0564,1000,46257071917,244180558069,6mm,1734598398192092202,1734598562250458154,6mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Ball Barbel 1mm (NO LOCK),0.05 - 0.08,9000,900,,668,1 PIECE,888314461,2836824081,0b271573cf6eb48c7975c92de229e0fb,1000,22362175508,217190988546,,1734489684734870570,1734489726224204842,1 PIECE,Gold Earrings (956808),999
,Earrings,Pawnable 18K Gold Mini Ball Barbel 1mm (NO LOCK),0.1 - 0.15,9000,1687,,668,1 PAIR,888314461,132637763714,ff3cbdd562f41d333c16b868da30ca10,1000,22362175508,217190988547,,1734489684734870570,1734489726224270378,1 PAIR,Gold Earrings (956808),998
,Earrings,Pawnable 18K Saudi Gold Evil Eye Ball Earrings,0.90 - 0.95,9000,10687,,FG,5 mm,906746583,132948635892,bccc9814060b30de55b3884ac5458ad9,6,26485541075,258343048744,,1734854157600982058,1734854521586353194,Default,Gold Earrings (956808),6
,Earrings,Pawnable 18K Gold Mini Ball Barbel 2mm (NO LOCK),0.05 - 0.08,9000,900,,668,1 PIECE,931456581,3026110917,e73465c5359254a3a9b1a5a2bcc066d1,997,16996856337,240070800184,,1734489772699845674,1734489794902262826,1 PIECE,Gold Earrings (956808),989
,Earrings,Pawnable 18K Gold Mini Ball Barbel 2mm (NO LOCK),0.1 - 0.15,9000,1687,,668,1 PAIR,931456581,132641634493,b55f6eae17093f09f3766bc27ba14a13,998,16996856337,240070800185,,1734489772699845674,1734489794902328362,1 PAIR,Gold Earrings (956808),996
,Earrings,Pawnable 18K Gold Crucifix Earrings,0.25 - 0.30,9000,3375,,668,8mm,948902317,132717884353,554c861239b7463b60a057ee7d7631cd,998,27363375408,345615958555,8mm,1734569990089901098,1734570109940827178,8mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Crucifix Earrings,0.35 - 0.40 ,9000,4500,,668,9.5mm,948902317,132717884354,1b15d77b4aee87e102c209a73ac44e16,1000,27363375408,345615958556,9.5mm,1734569990089901098,1734570109940892714,9.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Hollow Star Tictac,0.30 - 0.35,9000,3937,,668,5.5mm,955324734,132744901294,b4444981056e81481743a809409a8f83,1000,51807060029,365629348129,,1734599195385562154,1734599168690586666,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Earrings,0.40 - 0.45,9000,5062,,668,4mm,968458485,28311888371,bf1d58a00c017ab95d92b0e2819b4930,1000,28513055894,205436211318,4mm,1734571313756013610,1734571376422257706,4mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Earrings,0.30 - 0.35,9000,3937,,668,3mm,968458485,28311888370,9bbe25f1760c5dc700b5c5f1bd31958d,1000,28513055894,205436211317,3mm,1734571313756013610,1734571376422192170,3mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Earrings,0.20 - 0.25,9000,2812,,668,2mm,968458485,28311888369,93ea3ce684cc6d3cd298f3d240b139dd,1000,28513055894,205436211316,2mm,1734571313756013610,1734571376422126634,2mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Earrings,0.65 - 0.70,9000,7875,,668,6mm,968458485,28311888373,67a624e6457db3e764034f947e641e75,1000,28513055894,205436211320,6mm,1734571313756013610,1734571376422388778,6mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Earrings,0.45 - 0.50,9000,5625,,668,5mm,968458485,28311888372,37d0d6de23b6107292f8235a505228b9,1000,28513055894,205436211319,5mm,1734571313756013610,1734571376422323242,5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Earrings,0.80 - 0.85,9000,9562,,668,7mm,968458485,132717988268,bc6c1edc1f1a879f65e50fcc71a6afaf,1000,28513055894,375615969671,7mm,1734571313756013610,1734571376422454314,7mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Tictac,0.30 - 0.35,9000,3937,,668,3mm,990624951,132745251177,3c22d336ceaa599976b4945413f50e15,1000,27594360485,395629492896,3mm,1734598677250081834,1734598749487334442,3mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Ball Tictac,0.30 - 0.35,9000,3937,,668,2mm,990624951,132745251176,c1bc9f15d1406dadf65936e95585ec04,1000,27594360485,395629492895,2mm,1734598677250081834,1734598749487268906,2mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Hollow Heart Earrings,0.25 - 0.30,9000,3375,,668,6.5 mm,990680798,132686525993,992f2c28ec53a668da7b740cb8c3742f,999,25836811394,157490749960,,1734520723271615530,1734520805552456746,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Flat Circle Barbel (NO LOCK),0.1 - 0.15,9000,1687,,668,1 PAIR,997128664,132638395802,1eb5747a15bb8de7ae9a4a22736c6824,994,45406652325,410596470498,,1734489953004454954,1734489955966682154,1 PAIR,Gold Earrings (956808),998
,Earrings,Pawnable 18K Gold Mini Flat Circle Barbel (NO LOCK),0.05 - 0.08,9000,900,,668,1 PIECE,997128664,132638395801,2aca9fb9857cc5ae3fabd548cb14f494,998,45406652325,410596470497,,1734489953004454954,1734489955966616618,1 PIECE,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Checkered Clover Earrings,0.30 - 0.35,9000,3937,,668,7 mm,997438352,132686737055,8e326b8328abaac55ee69d86029bff74,999,28813199138,205438716436,,1734520951289971754,1734520932257137706,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Saudi Gold Small Hoop Earrings,0.70 - 0.75,9000,8437,,GS,11 mm,1015492112,132996590177,ebb1b6875bbd1495d333e9fa938d5df8,5,28442924218,405706855074,11mm,1734901871406122026,1734901921533690922,11mm,Gold Earrings (956808),3
,Earrings,Pawnable 18K Saudi Gold Small Hoop Earrings,0.82 - 0.87,9000,9787,,GS,12 mm,1015492112,132996590178,4516d144e7e511e345cf2aaa3218b3d8,5,28442924218,405706855075,12mm,1734901871406122026,1734901921533756458,12mm,Gold Earrings (956808),3
,Earrings,Pawnable 18K Saudi Gold Small Hoop Earrings,0.88 - 0.93,9000,10462,,GS,14 mm,1015492112,132996590179,39e94e56f039f53d4ababd1c90f0405d,10,28442924218,286960981464,14mm,1734901871406122026,1734901921533821994,14mm,Gold Earrings (956808),3
,Earrings,Pawnable 18K Saudi Gold Small Hoop Earrings,1.10 - 1.20,9000,13500,,GS,19 mm,1015492112,132996590180,b20a144cad8a36f4c6b7f9ca687d83b1,9,28442924218,286960981465,19mm,1734901871406122026,1734901921533887530,19mm,Gold Earrings (956808),3
,Earrings,Pawnable 18K Saudi Gold Small Hoop Earrings,1.30 - 1.40,9000,15750,,GS,24 mm,1015492112,132996590181,0322ba7b903c341c39cfedfa19d4eb5c,10,28442924218,286960981466,24mm,1734901871406122026,1734901921533953066,24mm,Gold Earrings (956808),3
,Earrings,Pawnable 18K Gold Russian Diamond Earrings,0.75 - 0.80,9000,9000,,668,5.5mm,1032274700,132714203081,fdcc485f3ed60f3825c2beaf3d9b3c2d,1000,24886702581,186369916338,5.5mm,1734570134834414634,1734570123316200490,5.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Russian Diamond Earrings,0.50 - 0.55,9000,6187,,668,4.5mm,1032274700,28312156147,9be861bcf1e698ef2a8b997c32b23289,1000,24886702581,186369916337,4.5mm,1734570134834414634,1734570123316134954,4.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Russian Diamond Earrings,0.35 - 0.40,9000,4500,,668,3.5mm,1032274700,28312156146,ba71377e7e6cb068bc781580d99c52bf,998,24886702581,186369916336,3.5mm,1734570134834414634,1734570123316069418,3.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Russian Diamond Earrings,0.25 - 0.30,9000,3375,,668,2.5mm,1032274700,28312156145,c46a62517d1e09db6b2c05fc0fb8f413,997,24886702581,186369916335,2.5mm,1734570134834414634,1734570123316003882,2.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Hollow Heart Tictac,0.30 - 0.35,9000,3937,,668,6.5mm,1046430585,132748938546,3f2d53af7bea6f3a8554b79562e40b58,999,25091669327,430629336450,,1734599170145748010,1734599173381653546,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Star Climber Earrings,0.25 - 0.30,9000,3375,,668,9mm,1052914769,28312120664,aa386c89b37593254a3b4cc7c873736d,998,28013229407,223291060950,9mm,1734571069989291050,1734571154607604778,9mm,Gold Earrings (956808),999
,Earrings,Pawnable 18K Gold Star Climber Earrings,0.35 - 0.40,9000,4500,,668,11.5mm,1052914769,28312120663,4266a6031abfacfb9d17077532268479,996,28013229407,223291060951,11.5mm,1734571069989291050,1734571154607670314,11.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Heart Climber Earrings,0.30 - 0.35,9000,3937,,668,9mm,1052938413,28312153598,898ab77121631c2e66ac6e71d3c2b013,1000,26163228865,251721021915,9mm,1734571212213748778,1734571160505123882,9mm,Gold Earrings (956808),999
,Earrings,Pawnable 18K Gold Heart Climber Earrings,0.45 - 0.50,9000,5625,,668,13mm,1052938413,28312153597,da0cd0541de6b76de674c39d80d3e38d,999,26163228865,251721021916,13mm,1734571212213748778,1734571160505189418,13mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Flower Earrings,0.25 - 0.30,9000,3375,,668,5.5 mm,1059928475,132687372106,9455fb9e9ca171e4c392c769d5405d15,998,29522546475,223667833382,,1734520956307342378,1734520979810583594,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Shining Heart Earrings,0.25 - 0.30,9000,3375,,668,5.5mm,1059944629,132685349774,405d4d4efc6eae458711d5ab7baa4677,998,29063216013,256720561932,,1734521220735337514,1734521059838100522,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Spiral Earrings,0.30 - 0.35,9000,3937,,668,7mm,1059972294,132718250913,943cc1b23a53c1c7101bb5f7b712410c,993,26713218031,257047563516,7mm,1734413343941755946,1734570788598285354,7mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Spiral Earrings,0.25 - 0.30,9000,3375,,668,5.5mm,1059972294,132718250912,955160b108ca6ef22e8eb5c3f2555c4a,1000,26713218031,257047563515,5.5mm,1734413343941755946,1734570788598219818,5.5mm,Gold Earrings (956808),999
,Earrings,Pawnable 18K Gold Border Heart Earrings,0.45 - 0.50,9000,5625,,668,8.5mm,1062964812,28311983494,ae6091f838bf52d2a3beba94b4cbe794,999,26863189062,246719590503,8.5mm,1734570788962665514,1734570903328097322,8.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Border Heart Earrings,0.30 - 0.35,9000,3937,,668,5.5mm,1062964812,28311983495,4d8af427889a246d1759792d89b55ab3,1000,26863189062,246719590502,5.5mm,1734570788962665514,1734570903328031786,5.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Hollow Star Earrings,0.30 - 0.35,9000,3937,,668,7mm,1086540727,132714385970,14d0880db016bf0d5995b7cd6274ce52,1000,24886801566,420616210177,7mm,1734570297363825706,1734570277254104106,7mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Hollow Star Earrings,0.25 - 0.30,9000,3375,,668,5.5mm,1086540727,132714385969,b195430b50a9c3d8872568b4569726c3,1000,24886801566,420616210176,5.5mm,1734570297363825706,1734570277254038570,5.5mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Star Barbel (NO LOCK),0.1 - 0.15,9000,1687,,668,1 PAIR,1088128871,132638037837,36b2ed516ac4ace27e5dd12c284fd0ab,999,18286756337,255070788683,,1734489963168433194,1734489966013678634,1 PAIR,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Star Barbel (NO LOCK),0.05 - 0.08,9000,900,,668,1 PIECE,1088128871,132638037836,06ccece942974824498294c12c040d42,996,18286756337,255070788682,,1734489976767349802,1734489980713468970,1 PIECE,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Heart Barbel (NO LOCK),0.07 - 0.10,9000,1125,,668,1 PIECE,1088158480,132637573976,dd2cc05eaf2fb0f3b85264437613e7ce,1000,22587674172,148452762512,,1734489927452689450,1734489877811987498,1 PIECE,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Heart Barbel (NO LOCK),0.15 - 0.20,9000,2250,,668,1 PAIR,1088158480,132637573977,bb96b482324d2f4e99c884a829734a05,1000,22587674172,148452762513,,1734489927452689450,1734489877812053034,1 PAIR,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Umbrella Earrings,0.30 - 0.35,9000,3937,,668,5.5 mm,1317998595,132683577549,1a9e28848c03396f2e005229e091c814,998,26613331934,176717461532,,1734521042543215658,1734521078159082538,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Umbrella Tictac,0.30 - 0.35,9000,3937,,668,6 mm,1318026460,132744905972,3acbff64b54e3349961999da8fe60ff3,1000,53757048574,435629388122,,1734598862316799018,1734598891542381610,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Flat Star Climber Earrings,0.40 - 0.45,9000,5062,,668,11 mm,1457602176,132714547600,20f93574d0dd377a187d266fd3cb797e,1000,29913322589,147490737267,,1734570143591728170,1734570199863690282,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Checkered Clover Tictac,0.35 - 0.40,9000,4500,,668,7 mm,1562464846,132749340445,1ed3aec3ce5133e844e6b00fabd41c42,1000,42979190523,435629420460,,1734598751940084778,1734598754922955818,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Half Ball Barbel (NO LOCK),0.15 - 0.20,9000,2250,,668,1 PIECE,1612494447,132642406461,c56ee0ec8464b2ec22108a6b872035e7,1000,22762180568,204792709790,,1734490225203315754,1734490199022273578,1 PIECE,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Half Ball Barbel (NO LOCK),0.07 - 0.10,9000,1125,,668,1 PAIR,1612494447,132642406462,1c388a5551a14005fe0f71e26d47688c,1000,22762180568,204792709791,,1734490225203315754,1734490199022339114,1 PAIR,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Saudi Gold Two Tone Huggies Hoop Earrings (ASSORTED DESIGN),1.00 - 1.10,9000,12375,,FG,12 mm,1632900677,133016734901,475ddbcb53aa93df94c561a937346ac8,50,57453857882,186376964666,,1734946967023551530,1734946967756964906,Default,Gold Earrings (956808),20
,Earrings,Pawnable 18K Saudi Gold Thin Textured Hoop Earrings,1.10 - 1.20,9000,13500,,FG,23 mm,1660462705,133034423345,fe640269bb84e6b20996686f00203624,1,42416511086,345748268163,23mm,1734939909824349226,1735040904630273066,23mm,Gold Earrings (956808),0
,Earrings,Pawnable 18K Saudi Gold Thin Textured Hoop Earrings,0.75 - 0.80,9000,9000,,FG,13 mm,1660462705,133013714986,ec06b6f61fb45d8bdcf78cf41e64d3b2,0,42416511086,296359995478,13mm,1734939909824349226,1734939985809933354,13mm,Gold Earrings (956808),0
,Earrings,Pawnable 18K Saudi Gold Thin Textured Hoop Earrings,0.95 - 1.05,9000,11812,,FG,18 mm,1660462705,133013714987,230f41c0fffeafae9a2be6a737001ab6,10,42416511086,296359995479,18mm,1734939909824349226,1734939985809998890,18mm,Gold Earrings (956808),5
,Earrings,Pawnable 18K Saudi Gold Thin Textured Hoop Earrings,0.70 - 0.75,9000,8437,,FG,11 mm,1660462705,133013714988,7b1933d45c21ffb120c859fb0a8200e1,10,42416511086,296359995477,11mm,1734939909824349226,1734939985809867818,11mm,Gold Earrings (956808),5
,Earrings,Pawnable 18K Saudi Gold Thin Textured Hoop Earrings,1.20 - 1.30,9000,14625,,FG,27 mm,1660462705,133013714989,8682d4c0b70088f69d25c4c94ae3b407,10,42416511086,296359995480,27mm,1734939909824349226,1734939985810064426,27mm,Gold Earrings (956808),5
,Earrings,Pawnable 18K Saudi Gold Curve Ball Barbel Earrings,1.05 - 1.10,9000,12375,,GS,5 mm,1663302995,132928178502,e655f423a10c5c5c47d800916d99ef87,30,44023122841,271880148055,,1734787400714257450,1734787441889018922,Default,Gold Earrings (956808),30
,Earrings,Pawnable 18K Saudi Gold Russian Diamond Ear Huggies,0.60 - 0.65,9000,7312,,FG,9mm,1663328312,132987780555,6e5f173087a7f1082211fe5d7a8d043e,10,28213328709,233294241365,,1734880550686262314,1734880735713199146,Default,Gold Earrings (956808),10
,Earrings,Pawnable 18K Gold Flat Circle Earrings,0.25 - 0.30,9000,3375,,668,4 mm,1689576263,132718569248,ba901b9139c8d04c80350ef4536cec70,997,27913370386,185442437998,,1734569956064592938,1734569834981590058,Default,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Hoop Earring 1 PIECE,0.08 - 0.095,9000,1068,,668,7 mm,1692612410,132915070517,ccc27396ea0b1e1c23a6a4399e0dd6fd,997,29111164910,176679830765,7mm,1734772893477930026,1734773005053690922,7mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Hoop Earring 1 PIECE,0.13 - 0.145,9000,1631,,668,10 mm,1692612410,132915070519,af2c5364dba830a3eceed1331515e897,1000,29111164910,415666511479,10mm,1734772893477930026,1734773005053821994,10mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Gold Mini Hoop Earring 1 PIECE,0.09 - 0.105,9000,1181,,668,8 mm,1692612410,132915070518,03ecef6646a29ba242b6d1acd1c5822d,1000,29111164910,187804516688,8mm,1734772893477930026,1734773005053756458,8mm,Gold Earrings (956808),1000
,Earrings,Pawnable 18K Saudi Gold Sharp Stripes Hoop Earrings,0.80 - 0.90,9000,10125,,FG,12 mm,1727492524,133013922301,15ca8d4a3188dc360208d2de7f9f38f6,10,45408096636,415717559419,12mm,1734940031221728298,1734940011638064170,12mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Sharp Stripes Hoop Earrings,0.90 - 0.95,9000,10687,,FG,14 mm,1727492524,133013922300,4e10824459d18b8525f4a0d309a5b5f6,10,45408096636,415717559420,14mm,1734940031221728298,1734940011638129706,14mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Sharp Stripes Hoop Earrings,1.10 - 1.20,9000,13500,,FG,20 mm,1727492524,133013922302,05832e506528a7118e8c1cf7e037541b,10,45408096636,415717559421,20mm,1734940031221728298,1734940011638195242,20mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Mini Huggies Star Dangling Hoop Earrings,1.30 - 1.35,9000,15187,,FG,9 mm,1738426340,132990285432,316d732e49af02fdb14d15788f0d616b,3,41029624454,277492768103,,1734901789648520234,1734901781398520874,Default,Gold Earrings (956808),1
,Earrings,Pawnable 18K Saudi Gold Thin Square Hoop Earrings,1.00 - 1.10,9000,12375,,GS,15 mm,1744390421,133007457882,d9a8a98e202cb78b98a69971f5cb7987,0,57258077023,169147050987,15mm,1734940715725194282,1734940547008660522,15mm,Gold Earrings (956808),0
,Earrings,Pawnable 18K Saudi Gold Thin Square Hoop Earrings,1.30 - 1.40,9000,15750,,GS,20 mm,1744390421,133007457883,09c826ef544ad8cb44ac70b60c4ca398,10,57258077023,169147050988,20mm,1734940715725194282,1734940547008726058,20mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Thin Square Hoop Earrings,0.90 - 1.00,9000,11250,,GS,13 mm,1744390421,133007457881,f72cbb786c85599fa01ab6ac101b2d2d,9,57258077023,169147050986,13mm,1734940715725194282,1734940547008594986,13mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Sharp Hoop Earrings,1.05 - 1.15,9000,12937,,FG,20 mm,1744394316,29320280748,53011746db99d7c3c17bb17bf616f28b,10,27710254652,405717650134,20mm,1734940241298031658,1734940379817739306,20mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Sharp Hoop Earrings,0.75 - 0.80,9000,9000,,FG,12 mm,1744394316,25893261527,21e4e4fad751296d08f8f9c0e4c18fd8,9,27710254652,405717650132,12mm,1734940241298031658,1734940379817608234,12mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Sharp Hoop Earrings,1.20 - 1.30,9000,14625,,FG,25 mm,1744394316,133013990308,12662c6b078139a101b2a34441f07f49,10,27710254652,405717650135,25mm,1734940241298031658,1734940379817804842,25mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Sharp Hoop Earrings,1.55 - 1.60,9000,18000,,FG,30 mm,1744394316,133013990309,1974b94a54ffc5edc6a57197d226d4e9,10,27710254652,405717650136,30mm,1734940241298031658,1734940379817870378,30mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Sharp Hoop Earrings,0.80 - 0.90,9000,10125,,FG,14 mm,1744394316,23681321246,f3b4e96a70332a71e46fbd0ff769c883,10,27710254652,405717650133,14mm,1734940241298031658,1734940379817673770,14mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Twist Hoop Earrings,0.92 - 0.97,9000,10912,,FG,19 mm,1744398158,133034027688,67cc6746a1a97401a0f790f4e46291a5,16,19095604668,137788352171,,1735039151706637354,1735039310377288746,19mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Twist Hoop Earrings,1.05 - 1.15,9000,12937,,FG,25 mm,1744398158,133034027689,4a7b27f5dad1fd7030cb72c9b0c14a06,20,19095604668,137788352172,,1735039151706637354,1735039310377354282,25mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Twist Hoop Earrings,1.25 - 1.30,9000,14625,,FG,32 mm,1744398158,133034027690,99c86c41ffe52febceb7e24166bb0aa2,20,19095604668,137788352173,,1735039151706637354,1735039310377419818,32mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Twist Hoop Earrings,0.70 - 0.75,9000,8437,,FG,12 mm,1744398158,133034027686,6eabd332f370dcbaa3fe6f2dc346256c,19,19095604668,208484994119,,1735039151706637354,1735039310377157674,12mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Twist Hoop Earrings,0.80 - 0.90,9000,10125,,FG,14 mm,1744398158,133034027687,6357c66501607b8a6b22eeb527a276bd,20,19095604668,208484994120,,1735039151706637354,1735039310377223210,14mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Square Hoop Earrings,1.20 - 1.35,9000,15187,,FG,19 mm,1746466494,133007535411,d05bfe5a5c7ad6025e7bfa4ec6845d91,8,44327392554,405327562788,19mm,1734940729624462378,1734940415538005034,19mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Square Hoop Earrings,0.85 - 0.90,9000,10125,,FG,11 mm,1746466494,133007535410,22522262b323659282155b0b92207b75,10,44327392554,410717741201,11mm,1734940729624462378,1734940415537873962,11mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Square Hoop Earrings,1.45 - 1.55,9000,17437,,FG,24 MM,1746466494,133007535409,4d33b8974d6c3fc08aa40126fefe7ec8,9,44327392554,405327562789,24mm,1734940729624462378,1734940415538070570,24mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K Saudi Gold Inspired Square Hoop Earrings,0.90 - 1.00,9000,11250,,FG,13 mm,1746466494,133007535408,9278080ae16b61f8f45bef28e0d7287f,7,44327392554,405327562787,13mm,1734940729624462378,1734940415537939498,13mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K White Gold Mini Russian Diamond Earrings,0.45 - 0.50,9000,5625,,FG,2.5mm,1816183021,132948593892,8796873b32e4e46bfb730bb27ba941a1,10,26185521176,228261942640,2.5mm,1734854574954677290,1734854756620928042,2.5mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K White Gold Mini Russian Diamond Earrings,0.60 - 0.70,9000,7875,,FG,3mm,1816183021,132948593893,0450515cb7680a41c899785389cc5197,9,26185521176,228261942641,3mm,1734854574954677290,1734854756620993578,3mm,Gold Earrings (956808),9
,Earrings,Pawnable 18K White Gold Mini Russian Diamond Earrings,0.80 - 0.90,9000,10125,,FG,4mm,1816183021,132948593894,d266e6572fa58096468535d0e8b91276,10,26185521176,228261942642,4mm,1734854574954677290,1734854756621059114,4mm,Gold Earrings (956808),9
,Earrings,Pawnable 18K White Gold Mini Russian Diamond Earrings,0.33 - 0.38,9000,4275,,FG,1.5mm,1816183021,132948593890,e63ad3e11f255a7a4b82d36e3ee57858,10,26185521176,228261942638,1.5mm,1734854574954677290,1734854756620796970,1.5mm,Gold Earrings (956808),10
,Earrings,Pawnable 18K White Gold Mini Russian Diamond Earrings,0.38 - 0.43,9000,4837,,FG,2mm,1816183021,132948593891,e5d3411134d4b797f68ffe8fea15ad60,10,26185521176,228261942639,2mm,1734854574954677290,1734854756620862506,2mm,Gold Earrings (956808),10
